bits	rendered
18248740830012011691	-2.114143206618891e+295
8801797769345041955	2.5262375608113593e+280
7510108084651399100	1.1526422963149378e+194
11213371963977480457	-1.1805738950760253e-175
915444391914200632	1.8156505669726888e-247
9848981489120463941	-7.416773932772944e-267
5596895026947058321	1.48308778366041e+66
2252745229197490007	4.406263934524883e-158
2150388989849271697	6.435032822605664e-165
13838807428817467705	-3.665056330725886
11471245372438675286	-2.054224277780491e-158
5171839253280899874	5.86563316770385e+37
9110120413249227186	9.927998598936143e+300
2380389832706421329	1.5179074244186456e-149
10282799267509292939	-7.617639771747683e-238
1391792317406739259	1.2067188652689306e-215
14161012479277668373	-1.299993162353097e+22
12359210622206607634	-4.740342854823438e-99
12187874910212692057	-1.6657528948230575e-110
8858452262979417142	1.4658514388231253e+284
3059561007459121621	3.7923270889398206e-104
16962570441204719217	-2.3789821528959228e+209
16293835022358069061	-4.5105122174772564e+164
160284846572378462	6.079483345608347e-298
6524479120178266060	1.4949789471192226e+128
17255949750970431142	-9.645898370798128e+228
6810083339985910651	1.8257219975852883e+147
13584816864769374883	-3.983740328223661e-17
17480577568638747357	-1.0023163602011502e+244
8065034284057590982	1.3952102138085945e+231
8105465747897163410	7.054402652453882e+233
2771623572642854681	2.1542218142172634e-123
13509114153930767486	-3.443009352628272e-22
17628111868002767038	-7.197452307017812e+253
17464908843810434750	-8.487195042180689e+242
7612915540916154165	8.61483088227977e+200
5135333968138739714	2.1154698668790695e+35
1777025749171459032	7.087767630914588e-190
3309024953129936510	1.7605636300533551e-87
468092489522134471	2.185878170878804e-277
10093532785179200040	-1.6962933866793743e-250
3668021541678922604	1.7798724070197475e-63
18214939680266617516	-1.220723822280347e+293
13691904262413569651	-5.650672218637855e-10
3671872526930828386	3.20748932979006e-63
11474810718214754979	-3.4957558302481318e-158
12222486173995570490	-3.299260947129212e-108
15163711784393838317	-1.299109970588877e+89
13602022556062259743	-5.576537641478392e-16
1975062538854070916	1.2255724124789822e-176
16201611484286161107	-3.252093386575818e+158
7288812642340501020	1.869257617680855e+179
18010595842397281713	-2.6221522164831963e+279
5172371996382525402	6.368794801123132e+37
1049387969804188500	1.5524856322823936e-238
13719284688590497822	-3.853882944906558e-08
12072387032902510172	-3.189100826831736e-118
12385510346040050258	-2.658610661607073e-97
8908876258059712834	3.556762624502361e+287
9566748181695409554	-1.0464074203879892e-285
1539410465236455847	9.059126532956283e-206
5164525878221240816	1.8663512222623915e+37
8904417868620952640	1.7936672613036187e+287
44915525621824475	1.1240005904865677e-305
9432355584335261549	-1.0989021371022232e-294
1609225494774278029	4.3106614752675135e-201
3115518539829955751	2.0391847319309196e-100
16607122388908318496	-4.138776228677335e+185
13902184222532236907	-62423.14771412018
9943153865064656031	-1.4826218614947182e-260
2776871382969085481	4.808395155721471e-123
18290059213914634272	-1.2650626249058238e+298
8826619361551594428	1.105509337081475e+282
13507802200871659238	-2.8261319888179664e-22
2392324031210533376	9.40544511047437e-149
15136675062968279074	-2.023179029884949e+87
1791927397024227489	6.7792431317773815e-189
2461578781479239104	4.049750964696141e-144
16846098801907895051	-3.8832296709220085e+201
2838119055743417556	5.893896346885036e-119
13827737899452811994	-0.6872994454409664
17260999280845114670	-2.0762090395936076e+229
6237179506281576568	9.075047165267771e+108
1445922506155262889	5.034525967022472e-212
5326454440420995360	1.2499287225648706e+48
6655529179143883893	8.486439393241862e+136
2655471054311943656	3.681066726083872e-131
5572164490599398899	3.341198036838168e+64
1922849183351986311	3.7754522720616914e-180
11525493719315054721	-8.753850572544958e-155
12290575998585025744	-1.1788083335975479e-103
14615294645323476384	-2.986750919760807e+52
8796934983550165921	1.1907325774207726e+280
11477201457938294792	-5.282979356140269e-158
4922207008155304010	1.1507878715841412e+21
21244531405248903	3.056777243045872e-307
14266653642981298855	-1.4526259841139936e+29
3648509950880265503	8.598810948423419e-65
4078107196438298976	4.5792032063560884e-36
3787789162039424470	1.7261845077890546e-55
17998458505842481295	-4.142664097297651e+278
17883656062676243663	-8.323153767495118e+270
12934814669407620115	-1.376298297330289e-60
10600141028418375298	-1.235847891407726e-216
6768152400886820806	2.8590938790878497e+144
13155485151561069293	-7.738692317653652e-46
1202233154292711921	2.5715269163608196e-228
2316914182325123019	8.70116437946402e-154
11885663486914647891	-1.0346104570858928e-130
9030803516286357370	5.073376983907195e+295
4962562130957576415	5.7730674395916236e+23
4359472691183583036	2.771937395342917e-17
12292734321775414585	-1.713739849548371e-103
17712733402994294772	-3.127018852221801e+259
1283956158248221602	7.576883439076066e-223
8809922839771137816	8.682758361133825e+280
17535819741354545907	-4.8500613216322014e+247
17102335466371607217	-5.229092244871773e+218
7043961137654191764	7.727823222904681e+162
12805007695154778217	-2.9740292805168675e-69
220039768979035778	5.820366620346166e-294
17379418066373365545	-1.6377307234078965e+237
17797472820434821642	-1.4774617794156539e+265
16103758091096724035	-9.179127483183152e+151
7920416274142017451	3.0466862098327847e+221
9370829409991038932	-8.324361042142082e-299
11103856301202840461	-5.841741942340595e-183
9906708664926097507	-5.497863298969734e-263
12588897803397628743	-1.068088712151155e-83
16745775350426619590	-7.644880095206851e+194
12266167411133128977	-2.8538002821394054e-105
13107642410222297601	-5.067666154313881e-49
13876219206884909688	-1166.9623253924346
14040110782119048615	-107724113009110.61
12595019313360794172	-2.7279377807947516e-83
404471184742080423	1.2468586437146424e-281
9730692013075769456	-9.517930328089275e-275
2006528418293013801	1.5554192909110971e-174
16213340376748388748	-1.9063417363767593e+159
9295652347535146953	-7.651690087368292e-304
12317889331379369513	-8.00712742149562e-102
13028678990025823110	-2.542100754484705e-54
5012824543404377554	1.3253946831649166e+27
14982560055791758927	-1.0401767533684366e+77
6874772442375291302	3.94412383762721e+151
12707857387344098882	-9.457906302135366e-76
18106534749612859216	-6.939515525638363e+285
7700453787377586288	5.9209242986113484e+206
16498867283087782606	-2.4061802149513525e+178
1871243020966480499	1.4115138904603937e-183
2954767790265075449	3.6267393639850565e-111
5743048433111558681	8.777911667644576e+75
11737326113381807982	-1.2700351798132335e-140
11751391423632832769	-1.1194215120675778e-139
7790353116165845269	6.079471183981945e+212
6745735453132425787	9.044113424110124e+142
435057204187627050	1.4121635635753184e-279
8781919630004879334	1.1219532635136355e+279
1531324663755629344	2.547565132663916e-206
9782880441971083929	-2.9240856507362867e-271
11411151925277871652	-1.9835020955503853e-162
12551986121587025751	-3.5415176663415224e-86
6268153713378703402	1.0880492792855882e+111
8999089840386932008	3.829932271195824e+293
6884902027415704201	1.8387034398909771e+152
7330708111522377997	1.1580046085121161e+182
17630428984020761213	-1.0215140402846377e+254
16824343366299506572	-1.3431175700081351e+200
11120557131162676446	-7.589528912141003e-182
4211756825026902976	3.8705598506834966e-27
8912294865964134052	5.868483405306056e+287
8384641266487176418	3.233872872896914e+252
4633816698365867079	61.24793867718159
533623884308909338	5.502318672314101e-273
5530958144882982982	5.756263611479482e+61
17806642219117774925	-6.0259774636677e+265
11821099322903343691	-4.984128866781122e-135
14962527413148193013	-4.879508067721724e+75
6282852446028079576	1.0326569175937847e+112
16025371054799768045	-5.383131772254586e+146
8399459535619956160	3.09296253284582e+253
6209515704173235400	1.3133206513229253e+107
10046766681735077199	-1.2482601034724391e-253
9530526833883169819	-3.947137853016983e-288
2469550776384142182	1.3842770104050757e-143
10345487273804299759	-1.1670903331234016e-233
4356359753129427686	1.8126892971796652e-17
13397440214645546827	-1.1544628889807582e-29
16832704959351467598	-4.933550622183445e+200
442376427419113047	4.327174512792902e-279
9609772571005096366	-7.739108548836999e-283
4124668719425997106	5.7329118184673814e-33
17262498873643545448	-2.53434610024042e+229
5708212759950757498	4.1778077292341495e+73
4472415015226990097	1.0017539531503786e-09
13357527707866663193	-2.4244686736556531e-32
17058282084812602442	-5.8586783370468195e+215
3511304771360177887	5.8942591907957794e-74
2779625134446558187	7.265737695829175e-123
12356977660687753839	-3.292211019892968e-99
11435115837947657083	-7.865212339188665e-161
11441285090199481620	-2.099177186863055e-160
9443683280368934517	-6.0091325238938e-294
8444414746773580809	3.1133259989683754e+256
9400999958760986401	-8.81546458298524e-297
9102666643372028082	3.2092180817147655e+300
558164271743308664	2.2920041382338244e-271
15299091295409981390	-1.477327103432643e+98
17643414186951792587	-7.624505855454381e+254
12446905204278338010	-3.3906276766857777e-93
1773168018663890748	3.865758986955416e-190
9330886624947154602	-1.7480347092761365e-301
7722179923666824214	1.7140546427005316e+208
4602910848032612647	0.5257603782711485
10022308657216546405	-2.9827518425250734e-255
6793450800847247922	1.4475914164113976e+146
16299063948376082367	-1.0312196290427923e+165
18074967372628656016	-5.3866789292467685e+283
3086382925748366625	2.3479057597965136e-102
16065788489384069398	-2.7039391683252614e+149
4844356804143428642	7490804347515938.0
8279027002718352565	2.86948388901351e+245
11514638095886539132	-1.6438806263621084e-155
14501367617426257836	-6.9594149059306655e+44
10527762272289090797	-1.8068413866701683e-221
4482417190788983631	4.8300409239104214e-09
12742546020776760816	-2.0001687618941558e-73
4046543518997460277	3.5574149819841994e-38
14991383448616406034	-4.066190038978612e+77
7466834015622913373	1.4045252731679998e+191
4463490245157190335	2.546999772683405e-10
6066288551019448462	3.394757812103699e+97
13385468857381776789	-1.847739705934768e-30
5440288814205806595	4.8715714355128596e+55
8609980608090929616	3.714039605777631e+267
1495642074130972696	1.0699681184728211e-208
12219906059637959002	-2.323506064251e-108
4431589409914715999	1.8381246526873593e-12
16705722327378857062	-1.6145498361356616e+192
7495279787284308625	1.1738604643684072e+193
4408700243438619017	5.4800005591957616e-14
16609325313247963652	-5.499100589325575e+185
9970170951906963189	-9.483568335407861e-259
371625563991923304	8.163735209611962e-284
8269071382733434452	6.02336570478922e+244
18069422022334918733	-2.263377605366737e+283
18017912861211203152	-8.079223351665686e+279
3500812226911123976	1.1818968622144275e-74
15265841374416466728	-9.065752851538792e+95
8815961004532295459	2.231365129167207e+281
11301477571582265129	-9.486862148303025e-170
15092627327843606660	-2.4020562573101717e+84
3344474667404415783	4.1761007552090183e-85
6564735283595906054	7.382188624533681e+130
5615763607556005762	2.6286104262235067e+67
9396776201969189464	-4.5977563936426616e-297
1455691161907654318	2.335241829556732e-211
10257398550663716218	-1.5356979268181454e-239
10397435770603649297	-3.4926854389225067e-230
9661633105484696746	-2.3155599134160773e-279
18139517378086160597	-1.0853659219949073e+288
982899180574356209	5.846287922021475e-243
787425944265469592	4.9115646203338775e-256
6405536805932626331	1.6976865042441697e+120
16450514546724791050	-1.3834699779282316e+175
16025888332198831130	-5.84208836996206e+146
3977204696623379905	8.012973972123437e-43
3016345618718805952	4.805080362467345e-107
17365737979517657977	-2.0027942310619873e+236
15563689249834161704	-7.223296564283415e+115
1361356592596331528	1.1620445814855505e-217
8300123235526007719	6.983475975114968e+246
15579039571485375011	-7.827991917812943e+116
14222357712928475544	-1.5457224712337617e+26
421923460362364257	1.8574507697666991e-280
9016552697896418702	5.502166236641788e+294
6821087574523740913	1.0137893024587093e+148
5923213938580426548	9.68943915588552e+87
3251552433725263616	2.4418757973171605e-91
15910590080450632734	-1.1079028597666109e+139
9263027033254395585	-5.1413176287488536e-306
1903878772788504399	2.1038720062541616e-181
15181314548482370833	-1.964712195881056e+90
1736306950251022998	1.3480423535907735e-192
3855055917182853944	5.330476662637783e-51
14281344213232610469	-1.3886270930236646e+30
3697447687480437159	1.5544399834700704e-61
14946783516496940030	-4.189866234685113e+74
7261425838541389626	2.756411980805343e+177
5304002704291903937	3.939626087579473e+46
9280168885728612001	-7.343225604137656e-305
17233804027680500691	-3.171000543877454e+227
6830147083015977768	4.084860631280438e+148
14656461100174395099	-1.7018235322147889e+55
13661778581523681727	-5.545108097723779e-12
8044220996047934218	5.704887819543673e+229
3866252087526396576	3.165445725397748e-50
15498893770440814435	-3.4768808184393766e+111
2776989882414599429	4.888001615099281e-123
12314073680180444264	-4.549180304018667e-102
10179171214396464001	-9.007339907575328e-245
16306387783762870144	-3.216405913951756e+165
11843021858160165357	-1.4784987602294576e-133
16198769588147135865	-2.0313139163970358e+158
10040416163330596903	-4.842899687325578e-254
14645432971897894304	-2.9720884452307324e+54
12180591513267868587	-5.437648626558295e-111
18436194273951590191	-7.449073541393638e+307
8848973226105428346	3.4698870081260263e+283
18320879122461035129	-1.4095248722470168e+300
17238226981673375269	-6.274127968184488e+227
7889452579553438373	2.556270750908633e+219
9484401501616686167	-3.14283160629457e-291
16041422866448970811	-6.110125025275812e+147
2900538005243134757	8.517864305873594e-115
465361494848820	2.2991912750213e-309
12020504545822794098	-1.0535220526096095e-121
9822433722264069634	-1.2337545243069116e-268
996105186398275429	4.423290431714768e-242
18003458360428948725	-8.910387276960013e+278
11981877926596524013	-2.8578337962901022e-124
17372503397547111787	-5.985314053022025e+236
7417124473898511036	6.726681158165265e+187
9087708596390970546	3.141972901326496e+299
15108421260668945822	-2.709525573443394e+85
3535704468651760091	2.454319663674551e-72
13867662709209442550	-317.36
14005390865908580352	-500685061101.0
13854620566163554304	-43.0
4784846329385213952	796768157363.0
13865386984022736896	-222.0
14008400703117697024	-819026077005.0
13865687701332542934	-230.5469
14006725740231245824	-614562834030.0
4650297436318602363	805.61
4770404449121009664	85388845261.0
13872921836562989464	-720.613558
4785969702340411392	933898645058.0
13866262371200307036	-246.88
14008469921708253184	-827475611985.0
4646855010547570573	463.12575
14004034450913411072	-417896059931.0
4651232260543903097	911.88721
4783049130548117504	577383533694.0
4644966915986214093	355.8
14004995188299087872	-476534816381.0
4644294014870015181	317.55
4786021278283579392	940194536558.0
4650769698552964710	859.3
14009369070746591232	-937235016079.0
4640079806703075328	167.0
14009451927474167808	-947349362707.0
13874508532486766592	-901.0
13975241756295299072	-4840576355.0
13873628078759615660	-800.904
4777038125988708352	235782489116.0
13864521448469351629	-197.4
14004191007650693120	-427451524853.0
13872826719500920422	-709.8
14008449647227912192	-825000699834.0
4637511347540590592	111.0
4783382566313828352	618086141813.0
13862544086757959270	-141.2
13983749424392962048	-17456745281.0
4643262260004186086	258.901526
4785023731349028864	818423670524.0
4650792480433892229	861.89
14009161823391760384	-911936266710.0
4651658631713789051	960.36
4786309945577816064	975432243374.0
13870422145977031978	-474.21582
14008887676790996992	-878471105484.0
4649591084716171157	725.30712
13995547969445429248	-112419537852.0
13861644000151182770	-121.809
4777263073198342144	242647333160.0
13871514146269132594	-560.5777
4777383654229049344	246327174185.0
13868692028014901330	-375.87
4771412839977385984	100775668631.0
4644513254709028320	330.012342
14001284109974798336	-262453238973.0
4645308204395475763	375.2
4780897966652964864	432273049331.0
13866937163476505723	-276.1175
13999420903872921600	-205592701196.0
13873474041578610754	-783.392
4784831683391537152	794980316338.0
13873034272991481745	-733.3961
4784445104703389696	747790535070.0
4651388998301387682	929.70623
14007889888752590848	-756670807827.0
4645327379878264177	376.29
14006653412769062912	-605733798119.0
4648486531431757618	599.73395
14005659642188677120	-517089863353.0
4648851788490817363	641.25887
13998599162704101376	-180515150878.0
13874411775463522304	-890.0
13975432151829577728	-5022151686.0
4628398445987845447	27.37447
4774221514511712256	149826328319.0
4650384988054577050	815.56348
4782852149383774208	553337981406.0
4647734166851000730	514.2
4783870084721426432	677597666178.0
13872753638235168756	-701.491622
4783721437602930688	659452265971.0
4626652042939093484	21.17
4782918209402961920	561401948592.0
4648755569172739523	630.32
4786033631889031168	941702545036.0
4648674521971632898	621.106
14001030062531641344	-254700326279.0
4647700741697516339	511.2
14005612261113987072	-514197952056.0
4649857944632481693	755.64558
4778513014860513280	286707144030.0
13869727136127312351	-434.709084
4776058587753578496	205889354499.0
13869784189627347973	-437.9522
4785087414706364416	826197517855.0
4650990157759169146	884.36331
4777152366110932992	239268820971.0
13868811303036282470	-382.65
4785032161498955776	819452741560.0
4646184295260487680	425.0
14009229486741258240	-920195952928.0
4651747410680662196	970.453
13991308533669953536	-58225179173.0
4649330572236507306	695.69028
14006047977477505024	-540791968384.0
13874415848054591586	-890.463
14007617707137941504	-723445513070.0
13873970873939612035	-839.8753
14006542084090437632	-592143871529.0
13867913587856184757	-331.6208
14002925558160277504	-350214617479.0
13862318319197576862	-134.7833
4783218718584332288	598085198271.0
13866712291358392975	-263.335
14001210813341696000	-260216403246.0
4649016637213638656	660.0
4784883245802668032	801274555978.0
4649809508242567463	750.139
4772405519697182720	115922759082.0
