group	state_id	[]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{}
group	state_id	[{"id": "id-1", "state_id": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-1", "state_id": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	priority	[{"id": "id-1", "priority": "group-1"}, {"id": "id-2", "priority": "group-1"}, {"id": "id-2", "priority": "group-2"}, {"id": "id-3", "priority": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-3", "priority": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-1", "priority": "group-1"}, {"id": "id-2", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-2", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	priority	[]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{}
group	priority	[{"id": "id-1", "priority": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-1", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	state__group	[{"id": "id-1", "state__group": "group-1"}, {"id": "id-2", "state__group": "group-1"}, {"id": "id-2", "state__group": "group-2"}, {"id": "id-3", "state__group": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-3", "state__group": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-1", "state__group": "group-1"}, {"id": "id-2", "state__group": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-2", "state__group": "group-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	state__group	[]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{}
group	state__group	[{"id": "id-1", "state__group": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-1", "state__group": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	cycle_id	[{"cycle_id": "group-1", "id": "id-1"}, {"cycle_id": "group-1", "id": "id-2"}, {"cycle_id": "group-2", "id": "id-2"}, {"cycle_id": null, "id": "id-3"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-3"}], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-1"}, {"cycle_id": "group-1", "id": "id-2"}], "total_results": 1}, "group-2": {"results": [{"cycle_id": "group-2", "id": "id-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	cycle_id	[]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{}
group	cycle_id	[{"cycle_id": "group-1", "id": "id-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	cycle_id	[{"cycle_id": "group-1", "id": "id-1"}, {"cycle_id": "group-3", "id": "id-5"}, {"cycle_id": null, "id": "id-4"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-4"}], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [{"cycle_id": "group-3", "id": "id-5"}], "total_results": 3}}
group	priority	[{"id": "id-2", "priority": "group-2"}, {"id": "id-3", "priority": null}, {"id": "id-1", "priority": "group-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-3", "priority": null}], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"id": "id-2", "priority": "group-2"}, {"id": "id-1", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	priority	[{"id": "id-1", "priority": "group-1"}, {"id": "id-1", "priority": null}, {"id": "id-4", "priority": "group-1"}, {"id": "id-5", "priority": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-1", "priority": null}, {"id": "id-5", "priority": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-1", "priority": "group-1"}, {"id": "id-4", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	issue_module__module_id	[{"id": "id-2", "issue_module__module_id": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"group-1": {"results": [{"id": "id-2", "issue_module__module_id": "group-1", "module_ids": ["group-1"]}], "total_results": 1}}
group	priority	[{"id": "id-6", "priority": "group-2"}, {"id": "id-5", "priority": "group-2"}, {"id": "id-6", "priority": "group-3"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"id": "id-6", "priority": "group-2"}, {"id": "id-5", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-6", "priority": "group-3"}], "total_results": 3}}
group	priority	[{"id": "id-5", "priority": "group-3"}, {"id": "id-6", "priority": "group-3"}, {"id": "id-5", "priority": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-5", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [{"id": "id-5", "priority": "group-3"}, {"id": "id-6", "priority": "group-3"}], "total_results": 3}}
group	cycle_id	[{"cycle_id": null, "id": "id-2"}, {"cycle_id": null, "id": "id-5"}, {"cycle_id": "group-2", "id": "id-6"}, {"cycle_id": "group-2", "id": "id-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-2"}, {"cycle_id": null, "id": "id-5"}], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"cycle_id": "group-2", "id": "id-6"}, {"cycle_id": "group-2", "id": "id-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	priority	[{"id": "id-6", "priority": "group-2"}, {"id": "id-5", "priority": "group-1"}, {"id": "id-1", "priority": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-5", "priority": "group-1"}, {"id": "id-1", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-6", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	state_id	[{"id": "id-5", "state_id": "group-3"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [{"id": "id-5", "state_id": "group-3"}], "total_results": 3}}
group	priority	[{"id": "id-5", "priority": "group-3"}, {"id": "id-1", "priority": "group-3"}, {"id": "id-3", "priority": "group-3"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [{"id": "id-5", "priority": "group-3"}, {"id": "id-1", "priority": "group-3"}, {"id": "id-3", "priority": "group-3"}], "total_results": 3}}
group	cycle_id	[{"cycle_id": "group-2", "id": "id-5"}, {"cycle_id": "group-2", "id": "id-3"}, {"cycle_id": "group-1", "id": "id-1"}, {"cycle_id": null, "id": "id-6"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-6"}], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-1"}], "total_results": 1}, "group-2": {"results": [{"cycle_id": "group-2", "id": "id-5"}, {"cycle_id": "group-2", "id": "id-3"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	assignees__id	[{"assignees__id": "group-2", "id": "id-5"}, {"assignees__id": "group-1", "id": "id-6"}, {"assignees__id": "group-2", "id": "id-4"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"group-1": {"results": [{"assignee_ids": ["group-1"], "assignees__id": "group-1", "id": "id-6"}], "total_results": 1}, "group-2": {"results": [{"assignee_ids": ["group-2"], "assignees__id": "group-2", "id": "id-5"}, {"assignee_ids": ["group-2"], "assignees__id": "group-2", "id": "id-4"}], "total_results": 2}}
group	state_id	[{"id": "id-1", "state_id": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-1", "state_id": null}], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	state_id	[{"id": "id-2", "state_id": "group-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"id": "id-2", "state_id": "group-2"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	state__group	[{"id": "id-2", "state__group": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-2", "state__group": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	priority	[{"id": "id-6", "priority": "group-1"}, {"id": "id-3", "priority": "group-1"}, {"id": "id-4", "priority": null}, {"id": "id-2", "priority": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-4", "priority": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-6", "priority": "group-1"}, {"id": "id-3", "priority": "group-1"}, {"id": "id-2", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	labels__id	[{"id": "id-4", "labels__id": "group-2"}, {"id": "id-4", "labels__id": "group-3"}, {"id": "id-2", "labels__id": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"group-1": {"results": [{"id": "id-2", "label_ids": ["group-1"], "labels__id": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-4", "label_ids": ["group-2", "group-3"], "labels__id": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-4", "label_ids": ["group-2", "group-3"], "labels__id": "group-2"}], "total_results": 3}}
group	labels__id	[{"id": "id-5", "labels__id": "group-2"}, {"id": "id-6", "labels__id": "group-2"}, {"id": "id-3", "labels__id": "group-1"}, {"id": "id-4", "labels__id": "group-2"}, {"id": "id-1", "labels__id": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-1", "label_ids": [], "labels__id": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-3", "label_ids": ["group-1"], "labels__id": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-5", "label_ids": ["group-2"], "labels__id": "group-2"}, {"id": "id-6", "label_ids": ["group-2"], "labels__id": "group-2"}, {"id": "id-4", "label_ids": ["group-2"], "labels__id": "group-2"}], "total_results": 2}}
group	cycle_id	[{"cycle_id": null, "id": "id-6"}, {"cycle_id": null, "id": "id-2"}, {"cycle_id": "group-2", "id": "id-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-6"}, {"cycle_id": null, "id": "id-2"}], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"cycle_id": "group-2", "id": "id-1"}], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	priority	[{"id": "id-4", "priority": null}, {"id": "id-3", "priority": "group-1"}, {"id": "id-3", "priority": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-4", "priority": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-3", "priority": "group-1"}, {"id": "id-3", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	labels__id	[{"id": "id-2", "labels__id": "group-3"}, {"id": "id-5", "labels__id": null}, {"id": "id-2", "labels__id": "group-2"}, {"id": "id-6", "labels__id": "group-1"}, {"id": "id-3", "labels__id": "group-1"}, {"id": "id-2", "labels__id": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-2", "label_ids": [], "labels__id": "group-3"}, {"id": "id-5", "label_ids": [], "labels__id": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-6", "label_ids": ["group-1"], "labels__id": "group-1"}, {"id": "id-3", "label_ids": ["group-1"], "labels__id": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-2", "label_ids": [], "labels__id": "group-3"}], "total_results": 2}, "group-3": {"results": [{"id": "id-2", "label_ids": [], "labels__id": "group-3"}], "total_results": 3}}
group	cycle_id	[{"cycle_id": "group-3", "id": "id-6"}, {"cycle_id": "group-3", "id": "id-1"}, {"cycle_id": "group-1", "id": "id-4"}, {"cycle_id": null, "id": "id-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-2"}], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-4"}], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [{"cycle_id": "group-3", "id": "id-6"}, {"cycle_id": "group-3", "id": "id-1"}], "total_results": 3}}
group	assignees__id	[{"assignees__id": "group-2", "id": "id-1"}, {"assignees__id": null, "id": "id-6"}, {"assignees__id": null, "id": "id-6"}, {"assignees__id": null, "id": "id-1"}, {"assignees__id": "group-3", "id": "id-6"}, {"assignees__id": "group-2", "id": "id-4"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"assignee_ids": [], "assignees__id": "group-2", "id": "id-1"}, {"assignee_ids": [], "assignees__id": null, "id": "id-6"}], "total_results": 9}, "group-2": {"results": [{"assignee_ids": [], "assignees__id": "group-2", "id": "id-1"}, {"assignee_ids": ["group-2"], "assignees__id": "group-2", "id": "id-4"}], "total_results": 2}, "group-3": {"results": [{"assignee_ids": [], "assignees__id": null, "id": "id-6"}], "total_results": 3}}
group	priority	[{"id": "id-3", "priority": "group-3"}, {"id": "id-1", "priority": "group-2"}, {"id": "id-1", "priority": null}, {"id": "id-4", "priority": "group-1"}, {"id": "id-6", "priority": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-1", "priority": null}, {"id": "id-6", "priority": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-4", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-1", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-3", "priority": "group-3"}], "total_results": 3}}
group	priority	[{"id": "id-3", "priority": "group-3"}, {"id": "id-4", "priority": "group-3"}, {"id": "id-3", "priority": "group-3"}, {"id": "id-3", "priority": "group-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"id": "id-3", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-3", "priority": "group-3"}, {"id": "id-4", "priority": "group-3"}, {"id": "id-3", "priority": "group-3"}], "total_results": 3}}
group	state_id	[{"id": "id-4", "state_id": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-4", "state_id": null}], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [], "total_results": 2}, "group-3": {"results": [], "total_results": 3}}
group	cycle_id	[{"cycle_id": "group-3", "id": "id-3"}, {"cycle_id": "group-1", "id": "id-6"}, {"cycle_id": "group-2", "id": "id-4"}, {"cycle_id": "group-2", "id": "id-3"}, {"cycle_id": "group-3", "id": "id-5"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-6"}], "total_results": 1}, "group-2": {"results": [{"cycle_id": "group-2", "id": "id-4"}, {"cycle_id": "group-2", "id": "id-3"}], "total_results": 2}, "group-3": {"results": [{"cycle_id": "group-3", "id": "id-3"}, {"cycle_id": "group-3", "id": "id-5"}], "total_results": 3}}
group	labels__id	[{"id": "id-4", "labels__id": "group-1"}, {"id": "id-3", "labels__id": null}, {"id": "id-1", "labels__id": "group-1"}, {"id": "id-3", "labels__id": "group-1"}, {"id": "id-2", "labels__id": null}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-3", "label_ids": [], "labels__id": null}, {"id": "id-2", "label_ids": [], "labels__id": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-4", "label_ids": ["group-1"], "labels__id": "group-1"}, {"id": "id-3", "label_ids": [], "labels__id": null}, {"id": "id-1", "label_ids": ["group-1"], "labels__id": "group-1"}], "total_results": 1}}
group	labels__id	[{"id": "id-1", "labels__id": "group-3"}, {"id": "id-2", "labels__id": "group-3"}, {"id": "id-5", "labels__id": "group-2"}, {"id": "id-5", "labels__id": "group-1"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"group-1": {"results": [{"id": "id-5", "label_ids": ["group-1", "group-2"], "labels__id": "group-2"}], "total_results": 1}, "group-2": {"results": [{"id": "id-5", "label_ids": ["group-1", "group-2"], "labels__id": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-1", "label_ids": ["group-3"], "labels__id": "group-3"}, {"id": "id-2", "label_ids": ["group-3"], "labels__id": "group-3"}], "total_results": 3}}
group	assignees__id	[{"assignees__id": null, "id": "id-5"}, {"assignees__id": "group-3", "id": "id-5"}, {"assignees__id": "group-1", "id": "id-3"}, {"assignees__id": "group-2", "id": "id-5"}, {"assignees__id": "group-1", "id": "id-1"}, {"assignees__id": "group-2", "id": "id-6"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"assignee_ids": [], "assignees__id": null, "id": "id-5"}], "total_results": 9}, "group-1": {"results": [{"assignee_ids": ["group-1"], "assignees__id": "group-1", "id": "id-3"}, {"assignee_ids": ["group-1"], "assignees__id": "group-1", "id": "id-1"}], "total_results": 1}, "group-2": {"results": [{"assignee_ids": [], "assignees__id": null, "id": "id-5"}, {"assignee_ids": ["group-2"], "assignees__id": "group-2", "id": "id-6"}], "total_results": 2}, "group-3": {"results": [{"assignee_ids": [], "assignees__id": null, "id": "id-5"}], "total_results": 3}}
group	labels__id	[{"id": "id-5", "labels__id": "group-2"}, {"id": "id-6", "labels__id": "group-3"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"group-2": {"results": [{"id": "id-5", "label_ids": ["group-2"], "labels__id": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-6", "label_ids": ["group-3"], "labels__id": "group-3"}], "total_results": 3}}
group	state_id	[{"id": "id-3", "state_id": "group-1"}, {"id": "id-1", "state_id": "group-1"}, {"id": "id-3", "state_id": "group-1"}, {"id": "id-2", "state_id": "group-3"}, {"id": "id-1", "state_id": "group-2"}, {"id": "id-2", "state_id": "group-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-3", "state_id": "group-1"}, {"id": "id-1", "state_id": "group-1"}, {"id": "id-3", "state_id": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-1", "state_id": "group-2"}, {"id": "id-2", "state_id": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-2", "state_id": "group-3"}], "total_results": 3}}
group	state_id	[{"id": "id-5", "state_id": "group-2"}, {"id": "id-5", "state_id": null}, {"id": "id-6", "state_id": "group-3"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-5", "state_id": null}], "total_results": 9}, "group-1": {"results": [], "total_results": 1}, "group-2": {"results": [{"id": "id-5", "state_id": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-6", "state_id": "group-3"}], "total_results": 3}}
group	priority	[{"id": "id-2", "priority": "group-3"}, {"id": "id-4", "priority": "group-2"}, {"id": "id-3", "priority": null}, {"id": "id-3", "priority": "group-1"}, {"id": "id-4", "priority": null}, {"id": "id-3", "priority": "group-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"id": "id-3", "priority": null}, {"id": "id-4", "priority": null}], "total_results": 9}, "group-1": {"results": [{"id": "id-3", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-4", "priority": "group-2"}, {"id": "id-3", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-2", "priority": "group-3"}], "total_results": 3}}
group	cycle_id	[{"cycle_id": "group-2", "id": "id-5"}, {"cycle_id": "group-3", "id": "id-2"}, {"cycle_id": null, "id": "id-4"}, {"cycle_id": "group-1", "id": "id-1"}, {"cycle_id": null, "id": "id-3"}, {"cycle_id": "group-2", "id": "id-4"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [{"cycle_id": null, "id": "id-4"}, {"cycle_id": null, "id": "id-3"}], "total_results": 9}, "group-1": {"results": [{"cycle_id": "group-1", "id": "id-1"}], "total_results": 1}, "group-2": {"results": [{"cycle_id": "group-2", "id": "id-5"}, {"cycle_id": "group-2", "id": "id-4"}], "total_results": 2}, "group-3": {"results": [{"cycle_id": "group-3", "id": "id-2"}], "total_results": 3}}
group	priority	[{"id": "id-3", "priority": "group-2"}, {"id": "id-3", "priority": "group-1"}, {"id": "id-6", "priority": "group-3"}, {"id": "id-4", "priority": "group-2"}]	{"None": 9, "group-1": 1, "group-2": 2, "group-3": 3}	{"None": {"results": [], "total_results": 9}, "group-1": {"results": [{"id": "id-3", "priority": "group-1"}], "total_results": 1}, "group-2": {"results": [{"id": "id-3", "priority": "group-2"}, {"id": "id-4", "priority": "group-2"}], "total_results": 2}, "group-3": {"results": [{"id": "id-6", "priority": "group-3"}], "total_results": 3}}
