# global_paginator.paginate arithmetic. Columns: size:page:offset total -> start end prev cursor next prev_results next_results total_results total_pages
10:1:0	1	10	1	10:0:0	10:1:0	-	1	0	1	1
10:2:0	1	20	1	10:1:0	10:2:0	-	1	0	1	1
10:5:0	1	50	1	10:4:0	10:5:0	-	1	0	1	1
10:100:0	1	1000	1	10:99:0	10:100:0	-	1	0	1	1
1000:0:0	1	0	1	1000:-1:0	1000:0:0	-	0	0	1	1
1000:1:0	1	1000	1	1000:0:0	1000:1:0	-	1	0	1	1
1000:2:0	1	2000	1	1000:1:0	1000:2:0	-	1	0	1	1
1000:5:0	1	5000	1	1000:4:0	1000:5:0	-	1	0	1	1
1000:100:0	1	100000	1	1000:99:0	1000:100:0	-	1	0	1	1
2000:0:0	1	0	1	1000:-1:0	1000:0:0	-	0	0	1	1
2000:1:0	1	1000	1	1000:0:0	1000:1:0	-	1	0	1	1
2000:2:0	1	2000	1	1000:1:0	1000:2:0	-	1	0	1	1
2000:5:0	1	5000	1	1000:4:0	1000:5:0	-	1	0	1	1
2000:100:0	1	100000	1	1000:99:0	1000:100:0	-	1	0	1	1
1:0:0	5	0	1	1:-1:0	1:0:0	1:1:0	0	1	5	5
1:1:0	5	1	2	1:0:0	1:1:0	1:2:0	1	1	5	5
1:2:0	5	2	3	1:1:0	1:2:0	1:3:0	1	1	5	5
1:5:0	5	5	5	1:4:0	1:5:0	-	1	0	5	5
1:100:0	5	100	5	1:99:0	1:100:0	-	1	0	5	5
5:0:0	5	0	5	5:-1:0	5:0:0	-	0	0	5	1
5:1:0	5	5	5	5:0:0	5:1:0	-	1	0	5	1
5:2:0	5	10	5	5:1:0	5:2:0	-	1	0	5	1
5:5:0	5	25	5	5:4:0	5:5:0	-	1	0	5	1
5:100:0	5	500	5	5:99:0	5:100:0	-	1	0	5	1
10:0:0	5	0	5	10:-1:0	10:0:0	-	0	0	5	1
10:1:0	5	10	5	10:0:0	10:1:0	-	1	0	5	1
10:2:0	5	20	5	10:1:0	10:2:0	-	1	0	5	1
10:5:0	5	50	5	10:4:0	10:5:0	-	1	0	5	1
10:100:0	5	1000	5	10:99:0	10:100:0	-	1	0	5	1
1000:0:0	5	0	5	1000:-1:0	1000:0:0	-	0	0	5	1
1000:1:0	5	1000	5	1000:0:0	1000:1:0	-	1	0	5	1
1000:2:0	5	2000	5	1000:1:0	1000:2:0	-	1	0	5	1
1000:5:0	5	5000	5	1000:4:0	1000:5:0	-	1	0	5	1
1000:100:0	5	100000	5	1000:99:0	1000:100:0	-	1	0	5	1
2000:0:0	5	0	5	1000:-1:0	1000:0:0	-	0	0	5	1
2000:1:0	5	1000	5	1000:0:0	1000:1:0	-	1	0	5	1
2000:2:0	5	2000	5	1000:1:0	1000:2:0	-	1	0	5	1
2000:5:0	5	5000	5	1000:4:0	1000:5:0	-	1	0	5	1
2000:100:0	5	100000	5	1000:99:0	1000:100:0	-	1	0	5	1
1:0:0	10	0	1	1:-1:0	1:0:0	1:1:0	0	1	10	10
1:1:0	10	1	2	1:0:0	1:1:0	1:2:0	1	1	10	10
1:2:0	10	2	3	1:1:0	1:2:0	1:3:0	1	1	10	10
1:5:0	10	5	6	1:4:0	1:5:0	1:6:0	1	1	10	10
1:100:0	10	100	10	1:99:0	1:100:0	-	1	0	10	10
5:0:0	10	0	5	5:-1:0	5:0:0	5:1:0	0	1	10	2
5:1:0	10	5	10	5:0:0	5:1:0	-	1	0	10	2
5:2:0	10	10	10	5:1:0	5:2:0	-	1	0	10	2
5:5:0	10	25	10	5:4:0	5:5:0	-	1	0	10	2
5:100:0	10	500	10	5:99:0	5:100:0	-	1	0	10	2
10:0:0	10	0	10	10:-1:0	10:0:0	-	0	0	10	1
10:1:0	10	10	10	10:0:0	10:1:0	-	1	0	10	1
10:2:0	10	20	10	10:1:0	10:2:0	-	1	0	10	1
10:5:0	10	50	10	10:4:0	10:5:0	-	1	0	10	1
10:100:0	10	1000	10	10:99:0	10:100:0	-	1	0	10	1
1000:0:0	10	0	10	1000:-1:0	1000:0:0	-	0	0	10	1
1000:1:0	10	1000	10	1000:0:0	1000:1:0	-	1	0	10	1
1000:2:0	10	2000	10	1000:1:0	1000:2:0	-	1	0	10	1
1000:5:0	10	5000	10	1000:4:0	1000:5:0	-	1	0	10	1
1000:100:0	10	100000	10	1000:99:0	1000:100:0	-	1	0	10	1
2000:0:0	10	0	10	1000:-1:0	1000:0:0	-	0	0	10	1
2000:1:0	10	1000	10	1000:0:0	1000:1:0	-	1	0	10	1
2000:2:0	10	2000	10	1000:1:0	1000:2:0	-	1	0	10	1
2000:5:0	10	5000	10	1000:4:0	1000:5:0	-	1	0	10	1
2000:100:0	10	100000	10	1000:99:0	1000:100:0	-	1	0	10	1
1:0:0	11	0	1	1:-1:0	1:0:0	1:1:0	0	1	11	11
1:1:0	11	1	2	1:0:0	1:1:0	1:2:0	1	1	11	11
1:2:0	11	2	3	1:1:0	1:2:0	1:3:0	1	1	11	11
1:5:0	11	5	6	1:4:0	1:5:0	1:6:0	1	1	11	11
1:100:0	11	100	11	1:99:0	1:100:0	-	1	0	11	11
5:0:0	11	0	5	5:-1:0	5:0:0	5:1:0	0	1	11	3
5:1:0	11	5	10	5:0:0	5:1:0	5:2:0	1	1	11	3
5:2:0	11	10	11	5:1:0	5:2:0	-	1	0	11	3
5:5:0	11	25	11	5:4:0	5:5:0	-	1	0	11	3
5:100:0	11	500	11	5:99:0	5:100:0	-	1	0	11	3
10:0:0	11	0	10	10:-1:0	10:0:0	10:1:0	0	1	11	2
10:1:0	11	10	11	10:0:0	10:1:0	-	1	0	11	2
10:2:0	11	20	11	10:1:0	10:2:0	-	1	0	11	2
10:5:0	11	50	11	10:4:0	10:5:0	-	1	0	11	2
10:100:0	11	1000	11	10:99:0	10:100:0	-	1	0	11	2
1000:0:0	11	0	11	1000:-1:0	1000:0:0	-	0	0	11	1
1000:1:0	11	1000	11	1000:0:0	1000:1:0	-	1	0	11	1
1000:2:0	11	2000	11	1000:1:0	1000:2:0	-	1	0	11	1
1000:5:0	11	5000	11	1000:4:0	1000:5:0	-	1	0	11	1
1000:100:0	11	100000	11	1000:99:0	1000:100:0	-	1	0	11	1
2000:0:0	11	0	11	1000:-1:0	1000:0:0	-	0	0	11	1
2000:1:0	11	1000	11	1000:0:0	1000:1:0	-	1	0	11	1
2000:2:0	11	2000	11	1000:1:0	1000:2:0	-	1	0	11	1
2000:5:0	11	5000	11	1000:4:0	1000:5:0	-	1	0	11	1
2000:100:0	11	100000	11	1000:99:0	1000:100:0	-	1	0	11	1
1:0:0	100	0	1	1:-1:0	1:0:0	1:1:0	0	1	100	100
1:1:0	100	1	2	1:0:0	1:1:0	1:2:0	1	1	100	100
1:2:0	100	2	3	1:1:0	1:2:0	1:3:0	1	1	100	100
1:5:0	100	5	6	1:4:0	1:5:0	1:6:0	1	1	100	100
1:100:0	100	100	100	1:99:0	1:100:0	-	1	0	100	100
5:0:0	100	0	5	5:-1:0	5:0:0	5:1:0	0	1	100	20
5:1:0	100	5	10	5:0:0	5:1:0	5:2:0	1	1	100	20
5:2:0	100	10	15	5:1:0	5:2:0	5:3:0	1	1	100	20
5:5:0	100	25	30	5:4:0	5:5:0	5:6:0	1	1	100	20
5:100:0	100	500	100	5:99:0	5:100:0	-	1	0	100	20
10:0:0	100	0	10	10:-1:0	10:0:0	10:1:0	0	1	100	10
10:1:0	100	10	20	10:0:0	10:1:0	10:2:0	1	1	100	10
10:2:0	100	20	30	10:1:0	10:2:0	10:3:0	1	1	100	10
10:5:0	100	50	60	10:4:0	10:5:0	10:6:0	1	1	100	10
10:100:0	100	1000	100	10:99:0	10:100:0	-	1	0	100	10
1000:0:0	100	0	100	1000:-1:0	1000:0:0	-	0	0	100	1
1000:1:0	100	1000	100	1000:0:0	1000:1:0	-	1	0	100	1
1000:2:0	100	2000	100	1000:1:0	1000:2:0	-	1	0	100	1
1000:5:0	100	5000	100	1000:4:0	1000:5:0	-	1	0	100	1
1000:100:0	100	100000	100	1000:99:0	1000:100:0	-	1	0	100	1
2000:0:0	100	0	100	1000:-1:0	1000:0:0	-	0	0	100	1
2000:1:0	100	1000	100	1000:0:0	1000:1:0	-	1	0	100	1
2000:2:0	100	2000	100	1000:1:0	1000:2:0	-	1	0	100	1
2000:5:0	100	5000	100	1000:4:0	1000:5:0	-	1	0	100	1
2000:100:0	100	100000	100	1000:99:0	1000:100:0	-	1	0	100	1
1:0:0	1001	0	1	1:-1:0	1:0:0	1:1:0	0	1	1001	1001
1:1:0	1001	1	2	1:0:0	1:1:0	1:2:0	1	1	1001	1001
1:2:0	1001	2	3	1:1:0	1:2:0	1:3:0	1	1	1001	1001
1:5:0	1001	5	6	1:4:0	1:5:0	1:6:0	1	1	1001	1001
1:100:0	1001	100	101	1:99:0	1:100:0	1:101:0	1	1	1001	1001
5:0:0	1001	0	5	5:-1:0	5:0:0	5:1:0	0	1	1001	201
5:1:0	1001	5	10	5:0:0	5:1:0	5:2:0	1	1	1001	201
5:2:0	1001	10	15	5:1:0	5:2:0	5:3:0	1	1	1001	201
5:5:0	1001	25	30	5:4:0	5:5:0	5:6:0	1	1	1001	201
5:100:0	1001	500	505	5:99:0	5:100:0	5:101:0	1	1	1001	201
10:0:0	1001	0	10	10:-1:0	10:0:0	10:1:0	0	1	1001	101
10:1:0	1001	10	20	10:0:0	10:1:0	10:2:0	1	1	1001	101
10:2:0	1001	20	30	10:1:0	10:2:0	10:3:0	1	1	1001	101
10:5:0	1001	50	60	10:4:0	10:5:0	10:6:0	1	1	1001	101
10:100:0	1001	1000	1001	10:99:0	10:100:0	-	1	0	1001	101
1000:0:0	1001	0	1000	1000:-1:0	1000:0:0	1000:1:0	0	1	1001	2
1000:1:0	1001	1000	1001	1000:0:0	1000:1:0	-	1	0	1001	2
1000:2:0	1001	2000	1001	1000:1:0	1000:2:0	-	1	0	1001	2
1000:5:0	1001	5000	1001	1000:4:0	1000:5:0	-	1	0	1001	2
1000:100:0	1001	100000	1001	1000:99:0	1000:100:0	-	1	0	1001	2
2000:0:0	1001	0	1000	1000:-1:0	1000:0:0	1000:1:0	0	1	1001	2
2000:1:0	1001	1000	1001	1000:0:0	1000:1:0	-	1	0	1001	2
2000:2:0	1001	2000	1001	1000:1:0	1000:2:0	-	1	0	1001	2
2000:5:0	1001	5000	1001	1000:4:0	1000:5:0	-	1	0	1001	2
2000:100:0	1001	100000	1001	1000:99:0	1000:100:0	-	1	0	1001	2
