# OffsetPaginator, generated by apps/api-go/tools/generate_offset_paginator_fixture.py. Columns: per_page cursor_value cursor_offset total -> offset stop returned next_cursor prev_cursor next_page_results prev_page_results total_count total_pages. Do not edit by hand.
10	10	1	10	10	21	0	10:2:0	10:0:1	0	1	10	1
10	10	2	10	20	31	0	10:3:0	10:1:1	0	1	10	1
10	10	5	10	50	61	0	10:6:0	10:4:1	0	1	10	1
10	10	40	10	400	411	0	10:41:0	10:39:1	0	1	10	1
25	25	0	10	0	26	10	25:1:0	25:-1:1	0	0	10	1
25	25	1	10	25	51	0	25:2:0	25:0:1	0	1	10	1
25	25	2	10	50	76	0	25:3:0	25:1:1	0	1	10	1
25	25	5	10	125	151	0	25:6:0	25:4:1	0	1	10	1
25	25	40	10	1000	1026	0	25:41:0	25:39:1	0	1	10	1
1000	1000	0	10	0	1001	10	1000:1:0	1000:-1:1	0	0	10	1
1000	1000	1	10	1000	2001	0	1000:2:0	1000:0:1	0	1	10	1
1000	1000	2	10	2000	3001	0	1000:3:0	1000:1:1	0	1	10	1
1000	1000	5	10	5000	6001	0	1000:6:0	1000:4:1	0	1	10	1
1000	1000	40	10	40000	41001	0	1000:41:0	1000:39:1	0	1	10	1
2000	2000	0	10	0	1001	10	1000:1:0	1000:-1:1	0	0	10	1
2000	2000	1	10	1000	2001	0	1000:2:0	1000:0:1	0	1	10	1
2000	2000	2	10	2000	3001	0	1000:3:0	1000:1:1	0	1	10	1
2000	2000	5	10	5000	6001	0	1000:6:0	1000:4:1	0	1	10	1
2000	2000	40	10	40000	41001	0	1000:41:0	1000:39:1	0	1	10	1
1	1	0	11	0	2	1	1:1:0	1:-1:1	1	0	11	11
1	1	1	11	1	3	1	1:2:0	1:0:1	1	1	11	11
1	1	2	11	2	4	1	1:3:0	1:1:1	1	1	11	11
1	1	5	11	5	7	1	1:6:0	1:4:1	1	1	11	11
1	1	40	11	40	42	0	1:41:0	1:39:1	0	1	11	11
10	10	0	11	0	11	10	10:1:0	10:-1:1	1	0	11	2
10	10	1	11	10	21	1	10:2:0	10:0:1	0	1	11	2
10	10	2	11	20	31	0	10:3:0	10:1:1	0	1	11	2
10	10	5	11	50	61	0	10:6:0	10:4:1	0	1	11	2
10	10	40	11	400	411	0	10:41:0	10:39:1	0	1	11	2
25	25	0	11	0	26	11	25:1:0	25:-1:1	0	0	11	1
25	25	1	11	25	51	0	25:2:0	25:0:1	0	1	11	1
25	25	2	11	50	76	0	25:3:0	25:1:1	0	1	11	1
25	25	5	11	125	151	0	25:6:0	25:4:1	0	1	11	1
25	25	40	11	1000	1026	0	25:41:0	25:39:1	0	1	11	1
1000	1000	0	11	0	1001	11	1000:1:0	1000:-1:1	0	0	11	1
1000	1000	1	11	1000	2001	0	1000:2:0	1000:0:1	0	1	11	1
1000	1000	2	11	2000	3001	0	1000:3:0	1000:1:1	0	1	11	1
1000	1000	5	11	5000	6001	0	1000:6:0	1000:4:1	0	1	11	1
1000	1000	40	11	40000	41001	0	1000:41:0	1000:39:1	0	1	11	1
2000	2000	0	11	0	1001	11	1000:1:0	1000:-1:1	0	0	11	1
2000	2000	1	11	1000	2001	0	1000:2:0	1000:0:1	0	1	11	1
2000	2000	2	11	2000	3001	0	1000:3:0	1000:1:1	0	1	11	1
2000	2000	5	11	5000	6001	0	1000:6:0	1000:4:1	0	1	11	1
2000	2000	40	11	40000	41001	0	1000:41:0	1000:39:1	0	1	11	1
1	1	0	25	0	2	1	1:1:0	1:-1:1	1	0	25	25
1	1	1	25	1	3	1	1:2:0	1:0:1	1	1	25	25
1	1	2	25	2	4	1	1:3:0	1:1:1	1	1	25	25
1	1	5	25	5	7	1	1:6:0	1:4:1	1	1	25	25
1	1	40	25	40	42	0	1:41:0	1:39:1	0	1	25	25
10	10	0	25	0	11	10	10:1:0	10:-1:1	1	0	25	3
10	10	1	25	10	21	10	10:2:0	10:0:1	1	1	25	3
10	10	2	25	20	31	5	10:3:0	10:1:1	0	1	25	3
10	10	5	25	50	61	0	10:6:0	10:4:1	0	1	25	3
10	10	40	25	400	411	0	10:41:0	10:39:1	0	1	25	3
25	25	0	25	0	26	25	25:1:0	25:-1:1	0	0	25	1
25	25	1	25	25	51	0	25:2:0	25:0:1	0	1	25	1
25	25	2	25	50	76	0	25:3:0	25:1:1	0	1	25	1
25	25	5	25	125	151	0	25:6:0	25:4:1	0	1	25	1
25	25	40	25	1000	1026	0	25:41:0	25:39:1	0	1	25	1
1000	1000	0	25	0	1001	25	1000:1:0	1000:-1:1	0	0	25	1
1000	1000	1	25	1000	2001	0	1000:2:0	1000:0:1	0	1	25	1
1000	1000	2	25	2000	3001	0	1000:3:0	1000:1:1	0	1	25	1
1000	1000	5	25	5000	6001	0	1000:6:0	1000:4:1	0	1	25	1
1000	1000	40	25	40000	41001	0	1000:41:0	1000:39:1	0	1	25	1
2000	2000	0	25	0	1001	25	1000:1:0	1000:-1:1	0	0	25	1
2000	2000	1	25	1000	2001	0	1000:2:0	1000:0:1	0	1	25	1
2000	2000	2	25	2000	3001	0	1000:3:0	1000:1:1	0	1	25	1
2000	2000	5	25	5000	6001	0	1000:6:0	1000:4:1	0	1	25	1
2000	2000	40	25	40000	41001	0	1000:41:0	1000:39:1	0	1	25	1
1	1	0	1000	0	2	1	1:1:0	1:-1:1	1	0	1000	1000
1	1	1	1000	1	3	1	1:2:0	1:0:1	1	1	1000	1000
1	1	2	1000	2	4	1	1:3:0	1:1:1	1	1	1000	1000
1	1	5	1000	5	7	1	1:6:0	1:4:1	1	1	1000	1000
1	1	40	1000	40	42	1	1:41:0	1:39:1	1	1	1000	1000
10	10	0	1000	0	11	10	10:1:0	10:-1:1	1	0	1000	100
10	10	1	1000	10	21	10	10:2:0	10:0:1	1	1	1000	100
10	10	2	1000	20	31	10	10:3:0	10:1:1	1	1	1000	100
10	10	5	1000	50	61	10	10:6:0	10:4:1	1	1	1000	100
10	10	40	1000	400	411	10	10:41:0	10:39:1	1	1	1000	100
25	25	0	1000	0	26	25	25:1:0	25:-1:1	1	0	1000	40
25	25	1	1000	25	51	25	25:2:0	25:0:1	1	1	1000	40
25	25	2	1000	50	76	25	25:3:0	25:1:1	1	1	1000	40
25	25	5	1000	125	151	25	25:6:0	25:4:1	1	1	1000	40
25	25	40	1000	1000	1026	0	25:41:0	25:39:1	0	1	1000	40
1000	1000	0	1000	0	1001	1000	1000:1:0	1000:-1:1	0	0	1000	1
1000	1000	1	1000	1000	2001	0	1000:2:0	1000:0:1	0	1	1000	1
1000	1000	2	1000	2000	3001	0	1000:3:0	1000:1:1	0	1	1000	1
1000	1000	5	1000	5000	6001	0	1000:6:0	1000:4:1	0	1	1000	1
1000	1000	40	1000	40000	41001	0	1000:41:0	1000:39:1	0	1	1000	1
2000	2000	0	1000	0	1001	1000	1000:1:0	1000:-1:1	0	0	1000	1
2000	2000	1	1000	1000	2001	0	1000:2:0	1000:0:1	0	1	1000	1
2000	2000	2	1000	2000	3001	0	1000:3:0	1000:1:1	0	1	1000	1
2000	2000	5	1000	5000	6001	0	1000:6:0	1000:4:1	0	1	1000	1
2000	2000	40	1000	40000	41001	0	1000:41:0	1000:39:1	0	1	1000	1
1	1	0	2500	0	2	1	1:1:0	1:-1:1	1	0	2500	2500
1	1	1	2500	1	3	1	1:2:0	1:0:1	1	1	2500	2500
1	1	2	2500	2	4	1	1:3:0	1:1:1	1	1	2500	2500
1	1	5	2500	5	7	1	1:6:0	1:4:1	1	1	2500	2500
1	1	40	2500	40	42	1	1:41:0	1:39:1	1	1	2500	2500
10	10	0	2500	0	11	10	10:1:0	10:-1:1	1	0	2500	250
10	10	1	2500	10	21	10	10:2:0	10:0:1	1	1	2500	250
10	10	2	2500	20	31	10	10:3:0	10:1:1	1	1	2500	250
10	10	5	2500	50	61	10	10:6:0	10:4:1	1	1	2500	250
10	10	40	2500	400	411	10	10:41:0	10:39:1	1	1	2500	250
25	25	0	2500	0	26	25	25:1:0	25:-1:1	1	0	2500	100
25	25	1	2500	25	51	25	25:2:0	25:0:1	1	1	2500	100
25	25	2	2500	50	76	25	25:3:0	25:1:1	1	1	2500	100
25	25	5	2500	125	151	25	25:6:0	25:4:1	1	1	2500	100
25	25	40	2500	1000	1026	25	25:41:0	25:39:1	1	1	2500	100
1000	1000	0	2500	0	1001	1000	1000:1:0	1000:-1:1	1	0	2500	3
1000	1000	1	2500	1000	2001	1000	1000:2:0	1000:0:1	1	1	2500	3
1000	1000	2	2500	2000	3001	500	1000:3:0	1000:1:1	0	1	2500	3
1000	1000	5	2500	5000	6001	0	1000:6:0	1000:4:1	0	1	2500	3
1000	1000	40	2500	40000	41001	0	1000:41:0	1000:39:1	0	1	2500	3
2000	2000	0	2500	0	1001	1000	1000:1:0	1000:-1:1	1	0	2500	3
2000	2000	1	2500	1000	2001	1000	1000:2:0	1000:0:1	1	1	2500	3
2000	2000	2	2500	2000	3001	500	1000:3:0	1000:1:1	0	1	2500	3
2000	2000	5	2500	5000	6001	0	1000:6:0	1000:4:1	0	1	2500	3
2000	2000	40	2500	40000	41001	0	1000:41:0	1000:39:1	0	1	2500	3
